gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4923597337	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/233031695	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Tamil Nadu	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.595567	76.911424	31189.0						2024-07-28T17:40:01	28	7	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	233031695		Siva Naturewild	2024-08-01T04:15:53	CC_BY_4_0	Siva Naturewild	Siva Naturewild			2025-10-20T22:26:03.240Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4921593326	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/233921813	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.091139	77.030827	31208.0						2024-07-19T10:05	19	7	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	233921813		alexwcranston	2024-08-05T12:28:19	CC0_1_0	alexwcranston	alexwcranston			2025-10-20T21:27:26.542Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4921501020	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/233232227	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.165273	77.055597	31208.0						2023-09-09T11:02	9	9	2023	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	233232227		Matthew Inabinett	2024-08-03T13:31:54	CC_BY_NC_4_0	Joseph Thomas	Joseph Thomas			2025-10-20T20:18:48.373Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4921461617	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/233712388	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.020658	77.06314	31208.0						2024-07-27T13:11:32	27	7	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	233712388		Karan Matalia	2024-08-04T14:14:24	CC_BY_NC_4_0	Karan Matalia	Karan Matalia			2025-10-20T20:18:50.508Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4910816891	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/231242962	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Tamil Nadu	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.288736	76.887659	31199.0						2024-07-21T15:01	21	7	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	231242962		Chitra Shanker	2024-07-23T17:41:40	CC_BY_NC_4_0	Chitra Shanker	Chitra Shanker			2025-10-20T20:18:04.658Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4908927002	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/228617948	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.016164	77.06335	31208.0						2024-06-05T10:18	5	6	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	228617948		Adit Jeyan	2024-07-11T13:17:55	CC_BY_NC_4_0	Adit Jeyan	Adit Jeyan			2025-10-20T20:17:21.559Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4908290348	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/228617947	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.115442	77.155957	31208.0						2024-06-05T10:14	5	6	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	228617947		Adit Jeyan	2024-07-11T13:17:55	CC_BY_NC_4_0	Adit Jeyan	Adit Jeyan			2025-10-20T22:24:33.265Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4902066890	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/223275318	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.185234	77.021787	31208.0						2024-06-05T09:26	5	6	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	223275318		Subash Jeyan	2024-06-17T05:06:39	CC_BY_NC_4_0	Subash Jeyan	Subash Jeyan			2025-10-20T20:15:32.065Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4901447845	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/224188307	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.138435	77.02526	31208.0						2024-06-17T14:46:13	17	6	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	224188307		syd	2024-06-21T14:29:35	CC_BY_NC_4_0	girishvijayaraghavan	girishvijayaraghavan			2025-10-20T20:15:49.127Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4900908572	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/222253508	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.578262	76.372434	31189.0						2024-06-11	11	6	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	222253508		Matthew Inabinett	2024-06-12T15:31:32	CC_BY_NC_4_0	malavikajayakumar	malavikajayakumar			2025-10-20T20:15:12.896Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4875494650	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/219342561	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.060657	77.035892	31208.0						2024-05-27T11:29	27	5	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	219342561		Alen Alex Pathisseril	2024-05-30T15:51:50	CC_BY_NC_4_0	Alen Alex Pathisseril	Alen Alex Pathisseril			2025-10-20T21:24:48.543Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4875415616	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/219342618	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.169999	77.146575	31208.0						2024-05-27T12:04	27	5	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	219342618		Alen Alex Pathisseril	2024-05-30T15:51:58	CC_BY_NC_4_0	Alen Alex Pathisseril	Alen Alex Pathisseril			2025-10-20T20:14:09.496Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4875288320	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/219342676	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.105636	77.170129	31208.0						2024-05-27T10:51	27	5	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	219342676		Alen Alex Pathisseril	2024-05-30T15:52:06	CC_BY_NC_4_0	Alen Alex Pathisseril	Alen Alex Pathisseril			2025-10-20T21:24:49.408Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4875189650	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/219342616	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.040841	77.196244	31208.0						2024-05-27T12:03	27	5	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	219342616		Alen Alex Pathisseril	2024-05-30T15:51:57	CC_BY_NC_4_0	Alen Alex Pathisseril	Alen Alex Pathisseril			2025-10-20T20:14:08.667Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4875057225	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/219342553	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.117199	77.078823	31208.0						2024-05-27T11:28	27	5	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	219342553		Alen Alex Pathisseril	2024-05-30T15:51:48	CC_BY_NC_4_0	Alen Alex Pathisseril	Alen Alex Pathisseril			2025-10-20T21:24:51.325Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4875031066	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/219342548	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.004743	77.034425	31208.0						2024-05-27T11:23	27	5	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	219342548		Alen Alex Pathisseril	2024-05-30T15:51:48	CC_BY_NC_4_0	Alen Alex Pathisseril	Alen Alex Pathisseril			2025-10-20T21:24:49.210Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4875024859	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/219342651	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.121358	77.126619	31208.0						2024-05-27T09:30	27	5	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	219342651		Alen Alex Pathisseril	2024-05-30T15:52:01	CC_BY_NC_4_0	Alen Alex Pathisseril	Alen Alex Pathisseril			2025-10-20T20:15:59.286Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4867769607	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/216249220	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.179537	77.196748	31208.0						2024-05-16T10:38	16	5	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	216249220		sunnyjosef	2024-05-17T04:54:52	CC_BY_4_0	sunnyjosef	sunnyjosef			2025-10-20T20:13:14.605Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4866469555	c6b86c40-ff71-4e5e-902c-111f400d0d56	https://indiabiodiversity.org/observation/show/18341633	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius (Ogilby, 1838)		IN			PRESENT		62431bdf-fa0c-452b-afce-be14884a47ff	10.4498	76.9806							2023-06-16	16	6	2023	5787005	5220175	HUMAN_OBSERVATION			18341633		Nikhil Vilas Jambhale;SONU KUMAR		CC_BY_4_0		Nikhil Vilas Jambhale			2025-10-26T02:47:54.626Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;IDENTIFIED_DATE_INVALID
4866463594	c6b86c40-ff71-4e5e-902c-111f400d0d56	https://indiabiodiversity.org/observation/show/18227695	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius (Ogilby, 1838)		IN			PRESENT		62431bdf-fa0c-452b-afce-be14884a47ff	10.143639	77.039239							2023-10-20	20	10	2023	5787005	5220175	HUMAN_OBSERVATION			18227695		ARNAB KUMAR SAMANTA;Bikash Kumar Sahoo;Harikrishnan S.;Thomas Vattakaven		CC_BY_4_0		Harikrishnan S.			2025-10-26T02:47:31.470Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;IDENTIFIED_DATE_INVALID
4852087184	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/209381096	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.021114	77.139713	31208.0						2023-12-03T15:26:39	3	12	2023	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	209381096		hisham_ahammed	2024-04-26T02:15:06	CC_BY_NC_4_0	hisham_ahammed	hisham_ahammed			2025-10-20T22:20:41.562Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4847038010	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/207514684	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.188789	77.072037	31208.0						2023-10-28T11:27	28	10	2023	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	207514684		Brian Long	2024-04-16T02:44:35	CC_BY_NC_4_0	Brian Long	Brian Long			2025-10-20T21:22:49.217Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4607124590	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/205512025	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.110734	77.035122	31208.0						2021-04-05T16:15:03	5	4	2021	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	205512025		Siya ul haque	2024-04-05T14:06:39	CC_BY_4_0	Siya ul haque	Siya ul haque			2025-10-20T22:19:56.736Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4535948863	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/200871605	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.154816	77.002405	31208.0						2024-01-15T10:10	15	1	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	200871605		taipingling	2024-03-01T02:28:53	CC_BY_NC_4_0	taipingling	taipingling			2025-10-20T20:09:39.154Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4522750760	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/199024859	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.05675	77.138971	31208.0						2024-01-22T16:05	22	1	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	199024859		Jonathan M	2024-02-11T18:36:49	CC_BY_NC_4_0	Jonathan M	Jonathan M			2025-10-20T20:09:16.952Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4522717462	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/198766504	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.122952	77.02806	31208.0						2024-01-22T11:00	22	1	2024	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	198766504		Jonathan M	2024-02-09T00:17:58	CC_BY_NC_4_0	Jonathan M	Jonathan M			2025-10-20T21:21:05.543Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4519298539	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/198399477	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.17518	77.062825	31208.0						1987-05-03	3	5	1987	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	198399477		P. S. Sivaprasad	2024-02-04T15:46:22	CC_BY_NC_4_0	P. S. Sivaprasad	P. S. Sivaprasad			2025-10-20T21:21:01.443Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4516902011	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/197975331	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.102036	77.010047	31208.0						2006-09-13T12:13	13	9	2006	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	197975331		kalyanvarma	2024-01-30T14:56:03	CC_BY_4_0	kalyanvarma	kalyanvarma			2025-10-20T20:21:52.234Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4516795858	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/197980481	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.072249	77.111184	31208.0						2007-02-27T12:27	27	2	2007	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	197980481		kalyanvarma	2024-01-30T16:06:49	CC_BY_4_0	kalyanvarma	kalyanvarma			2025-10-20T20:09:03.172Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4516710292	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/197426685	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Tamil Nadu	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.486485	77.182818	31189.0						2005-01-01T03:39	1	1	2005	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	197426685		Kalpana Jayaraman	2024-01-24T01:03:00	CC_BY_NC_4_0	Kalpana Jayaraman	Kalpana Jayaraman			2025-10-20T20:08:57.752Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4516707625	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/197980544	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.044442	77.164066	31208.0						2007-04-04T07:31	4	4	2007	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	197980544		kalyanvarma	2024-01-30T16:07:03	CC_BY_4_0	kalyanvarma	kalyanvarma			2025-10-20T21:20:59.523Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4516603932	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/197975691	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.178068	77.103595	31208.0						2006-09-13T12:13	13	9	2006	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	197975691		kalyanvarma	2024-01-30T15:01:24	CC_BY_4_0	kalyanvarma	kalyanvarma			2025-10-20T20:09:17.273Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4516562547	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/197979275	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.095056	77.107183	31208.0						2007-07-28T11:06	28	7	2007	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	197979275		kalyanvarma	2024-01-30T15:50:30	CC_BY_4_0	kalyanvarma	kalyanvarma			2025-10-20T22:18:33.256Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4510377228	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/196113669	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Tamil Nadu	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.444778	76.910273	31189.0						2023-12-29T17:40:16	29	12	2023	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	196113669		Anooja Anil	2024-01-08T11:21:25	CC_BY_NC_4_0	Anooja Anil	Anooja Anil			2025-10-20T20:08:38.211Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4510141948	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/196028094	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.151449	77.036585	31208.0						2023-02-07T13:17:16	7	2	2023	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	196028094		🪶🐾🍀Nandan Sreejith🦌🍄🌍	2024-01-07T15:36:26	CC_BY_NC_4_0	shalsabeel	shalsabeel			2025-10-20T21:20:33.518Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4510074231	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/195820800	Animalia	Chordata	Mammalia	Artiodactyla	Bovidae	Hemitragus	Hemitragus hylocrius		SPECIES	Nilgiritragus hylocrius (Ogilby, 1838)	Nilgiritragus hylocrius		IN		Kerala	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	10.17428	77.162467	31208.0						2016-05-11T11:30	11	5	2016	5787005	5220175	HUMAN_OBSERVATION	iNaturalist	Observations	195820800		Aditya Pradhan	2024-01-05T08:13:32	CC_BY_NC_4_0	Aditya Pradhan	Aditya Pradhan			2025-10-20T20:08:32.325Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
